Tweet_content,Sentiment Score
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
rt trendforgulf 🗓gulf today,0
📍little miracle x mewgulf exclusive live ,1
⏳time 0330-0500pm,0
🎥fb live children hospital thailan…,0
rt maaloufmd i took a 15% pay cut during the pandemic because our hospital was bleeding money ,-1
every single day,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt _lauryncalo22 all my people in the valley/la,0
rt kodoandsangha sbh08mae colleenhenley it's deeper than that with covid raging,-1
rt _lauryncalo22 all my people in the valley/la,0
rt sharonraynor4 gregabbott_tx my ex supervisor is fighting for his life in a hospital from covid19 ,0
your late response to the pandemic…,0
rt franksbullitts was at the hospital again today so proud of our essential front line workers  ,1
it must be overwhelming https//tco/…,-1
rt _lauryncalo22 all my people in the valley/la,0
rt nvidiaap thailand’s largest government hospital - siriraj hospital,0
rt meidas_kelly 💯 healthcare workers in all areas of the hospital will make sure judgment day is 11/3/2020 that is a helluva lot of vote…,0
rt del_ivered maureen6johnson nicolasturgeon and what about those in reverse,0
experiments are here,0
i am hoping to share some of my sadness tonight 9 years ago tonight,-1
let them eat blueprints,0
new blueprint for better hospital food - https//tco/gca4gofoou,1
https//tco/x6i11xcaqs,0
read the entire thread 👇🏼👇🏼👇🏼,0
rt cnn there were two thoughts pushing kolt codner forward in his first marathon race his 4-year-old son andrew's fight against cancer a…,-1
rt rvawonk mike pence was in kinston,0
rt muranofiction govkristinoem tednugent while you party more than 1,0
rt erikaangelxo now anyone who knows me would say i am pretty independent and it is hard for me to ask for help earlier this year i was…,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt kurteichenwald el paso covid hospitalizations have risen 300% not a typo,0
the convention center is being opened as a makeshift hospit…,0
rt kpsouthsubndiv last night at around 0130 hr garfa_ps rescued a 9mnth pregnant lady32,0
rt _lauryncalo22 all my people in the valley/la,0
rt noconversion hospital in andhra,0
rt _lauryncalo22 all my people in the valley/la,0
rt drrick32855962 i have been taught proper mask usage it is challenging to follow at the hospital,0
"rt berniesanders last night trump attacked medicare for all as ""socialized medicine"" funny i didn't hear him complain when he received…",-1
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
nortina_mariela she said she wanted a doctor to do it,0
rt _lauryncalo22 all my people in the valley/la,0
71djt i think it would be hard to work in a tent hospital like that,1
rt smhjasmiine this is not something i wouldn’t do if we didn’t need the help,0
rt _lauryncalo22 all my people in the valley/la,0
once in a while's fine,1
rt migunamiguna despot uhuru kenyatta's priorities in 1 week,-1
1 gives sh100 million public funds to build a private hospital in nyeri,0
2…,0
rt _lauryncalo22 all my people in the valley/la,0
latimes put “cases” or positive tests for colds in the hospital and give them a vitamin d and 5 days of expensive… https//tco/gt4d5xzb0s,1
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt bloodaid jaipur urgent need o+ blood  ck birla hospital ,-1
call 8619102347 bloodaid via saxena_saar cc wearerajasthan we_are_ja…,0
rt digwarrior4kids 💥cincinnati children's hospital covid-19 trials💥,0
hurts my heart this is a moral crime we wont forget ,-2
 https//tc…,0
rt mewgulf_id mewgulfschedule,0
📌 live little miracle x mewgulf,1
🗓 senin,0
⏰ 1300 - 1500 wib,0
📍 national institute of ch…,0
mindmixradio i haven't seen the life insurance video all i know is what i heard about it is horrifying i don't e… https//tco/nqbrocuiq4,-1
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
just in case people in texas think this shit is starting to subside,-1
rt emsee36 it’s ok if those people die though it’s not covid ,-1
mathieu_era people of the world i'm asking for your help my son artem has a heart defect,-1
rt brgridiron cantguardmike steps up for his community,0
🔳 helped clear $23m in medical debt,1
🔳 got meals to 3k health care workers du…,0
rt smhjasmiine this is not something i wouldn’t do if we didn’t need the help,0
rt ron_jm19 spanish town hospital in st catherine is flooded https//tco/h9gxltvz4v,0
sigh 😔,0
rt stnicholas_ng st nicholas hospital facilities also,0
rt aginnt top covid data failures by carlheneghan ,0
- overstating the projected number of deaths,0
"- died ""from"" and ""with"" covid diff",-1
- o…,0
rt raynastic biggest scam 2020  sonu sood,-1
that person didn't even tagged himand that account was made in  octoberthat bot only di…,0
my mom who also has the virus is taking me to the hospital d lovely,0
andrewr20307872 $50,0
rt avogroovy “the soldiers,0
rt ron_jm19 spanish town hospital in st catherine is flooded https//tco/h9gxltvz4v,0
impossiblestacy lifting you and your family up in love and prayer it’s not the same as family,1
box hill hospital workers caused outbreak in northern suburbs https//tco/ylgblenkog,-1
floweringdnp tw// breakdown hospital ,-1
well they way i did it was having a full on breakdown in front of them… https//tco/niaj8lnd0v,0
rt jimlnlips this is my granpa,0
rt borahaefunds army legends,0
please kindly use the following link to help send a card to children who are spending halloween at childre…,1
fruitiedinosaur jinxazumarai i think i missed a lot of his development i was seriously injured in november 2003… https//tco/ukid5eofgc,-1
abc cheryl marie duran navy army active duty american deflector pueblo colorado disabled veteran human brain impla… https//tco/r7vaosszjr,-1
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
rt _lauryncalo22 all my people in the valley/la,0
i've been in and out of the hospital recently with heart surgery i have three cats they will well taken care of a… https//tco/6lwiivzxiw,1
rt jimlnlips this is my granpa,0
rt bmj_latest the world is waiting on a vaccine for covid-19 yet none of the current phase iii trials are designed to detect a reduction…,0
that’s scary  why did that person go to work 😳omg  stay safe 🙏🏼,1
⬇️⬇️⬇️check it out⬇️⬇️⬇️,0
rt carpentergirl76 consists of me,0
rt nto1927 patient in your list from 26th september tweeting to help on 25th october 🤣कमाल है 🤣🤣🤣 another q those who finds you and you…,1
rt digwarrior4kids 💥cincinnati children's hospital covid-19 trials💥,0
hurts my heart this is a moral crime we wont forget ,-2
 https//tc…,0
rt _lauryncalo22 all my people in the valley/la,0
rt tropixsofficial dancehall artiste beenie man being rushed to hospital after he fainted today at his mother's funeral • 10/25/20 steli…,0
rt _lauryncalo22 all my people in the valley/la,0
rt bloodaid jaipur need 1 unit o-ve blood  sms hospital ,0
call 9414646661 ,0
bloodaid via himbnt cc wearerajasthan we_are_jaipur bl…,0
steven_chappell northstartrade2 jamesgunn there is a provision in the cares act to reimburse hospital for covid-… https//tco/pvfpn9lzgc,0
rt clubspeaks i lost my blue cross plan under obama amp joebiden my new plan went up 1000 a month lost my doctor amp hospital deductible w…,-2
temporary hospital to be set up in el paso as covid hospitalizations surge  https//tco/rxri16hc9k,0
rt _lauryncalo22 all my people in the valley/la,0
ceaglechris peter_fitz nsw aren't doing anything they are using the trump scumo plan ignore it,0
pay off my parents’ mortgage and any outstanding hospital bills we have as of recently,1
rt rupali0023 dear cbi,0
what is causing the delay to file ipc 302 in ssr case,-1
what evidences are not clearly screaming murder,0
rt ashishkjha our payment system is insanely complex,-2
so this is a simplification,0
hospitals get paid based on what condition patient has…,1
rt newsbfm prasarana malaysia has confirmed that an operations employee for the mrt kajang line tested positive for covid-19,1
the staff…,0
rt vicksiern hospital fraud  ,-1
cdc revels hospital counted over 130k deaths that were from pneumonia,0
rt vicksiern hospital fraud  ,-1
cdc revels hospital counted over 130k deaths that were from pneumonia,0
human behaviour drives virus spread maskontorockon is a project that is simple,-1
rt ron_jm19 dancehall artists beenie man rush to hospital after his mother funeral https//tco/f2jngltacj,0
rt suzialbracht the ghost fixer,0
https//tco/ngfdrzdlqt ,0
they say i was a hot,1
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
kelemencari i still don’t know anyone who died of covid or was even hospital,-1
rt tropixsofficial dancehall artiste beenie man being rushed to hospital after he fainted today at his mother's funeral • 10/25/20 steli…,0
creepshow_art shannon that's hospital worthy,1
rt zevshalev 3 birx decided to jettison the existing cdc reporting system for covid-19 which had been developed over 15 years,0
rt rcamaroon latimes put “cases” or positive tests for colds in the hospital and give them a vitamin d and 5 days of expensive remdesvir…,0
rt 90dayfiance the hospital gifted ari amp bini with a booklet written in both amharic and english in which they could keep track of all th…,1
rt twosl0wdancers hey please help  i owe 1700 to the hospital er in bills because i tested positive for covid amp have no way to pay t…,1
el paso is converting its convention center into a  hospital all their area hospitals are full and they are going… https//tco/kohnt79rw3,0
rt maddoxrules weird,-1
rt _lauryncalo22 all my people in the valley/la,0
rt noconversion hospital in andhra,0
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
